id,lemma,pos
oewn-aerodynamic_force-n,aerodynamic force,n
oewn-aerodynamic_lift-n,aerodynamic lift,n
oewn-aerosol-n,aerosol,n
oewn-affinity-n,affinity,n
oewn-aftereffect-n,aftereffect,n
oewn-afterglow-n,afterglow,n
oewn-aftermath-n,aftermath,n
oewn-air-n,air,n
oewn-air_current-n,air current,n
oewn-air_hole-n,air hole,n
oewn-air_pocket-n,air pocket,n
oewn-air_pressure-n,air pressure,n
oewn-airstream-n,airstream,n
oewn-allotropism-n,allotropism,n
oewn-allotropy-n,allotropy,n
oewn-alluvial_cone-n,alluvial cone,n
oewn-alluvial_fan-n,alluvial fan,n
oewn-alluviation-n,alluviation,n
oewn-alluvion-n,alluvion,n
oewn-alpha_radiation-n,alpha radiation,n
oewn-alpha_ray-n,alpha ray,n
oewn-alpha_rhythm-n,alpha rhythm,n
oewn-alpha_wave-n,alpha wave,n
oewn-alternating_current-n,alternating current,n
oewn-alternating_electric_current-n,alternating electric current,n
oewn-alternation_of_generations-n,alternation of generations,n
oewn-alternative_energy-n,alternative energy,n
oewn-amperage-n,amperage,n
oewn-amplitude_distortion-n,amplitude distortion,n
oewn-angular_acceleration-n,angular acceleration,n
oewn-angular_velocity-n,angular velocity,n
oewn-annual_parallax-n,annual parallax,n
oewn-annual_ring-n,annual ring,n
oewn-antiferromagnetism-n,antiferromagnetism,n
oewn-antitrade-n,antitrade,n
oewn-antitrade_wind-n,antitrade wind,n
oewn-antitrades-n,antitrades,n
oewn-apoptosis-n,apoptosis,n
oewn-apparent_motion-n,apparent motion,n
oewn-apparent_movement-n,apparent movement,n
oewn-arc-n,arc,n
oewn-arterial_pressure-n,arterial pressure,n
oewn-atmospheric_condition-n,atmospheric condition,n
oewn-atmospheric_electricity-n,atmospheric electricity,n
oewn-atmospheric_phenomenon-n,atmospheric phenomenon,n
oewn-atmospheric_pressure-n,atmospheric pressure,n
oewn-atomic_energy-n,atomic energy,n
oewn-atomic_power-n,atomic power,n
oewn-atomic_spectrum-n,atomic spectrum,n
oewn-attraction-n,attraction,n
oewn-attractive_force-n,attractive force,n
oewn-attrition-n,attrition,n
oewn-aureole-n,aureole,n
oewn-aurora-n,aurora,n
oewn-aurora_australis-n,aurora australis,n
oewn-aurora_borealis-n,aurora borealis,n
oewn-autofluorescence-n,autofluorescence,n
oewn-autogenesis-n,autogenesis,n
oewn-autogeny-n,autogeny,n
oewn-NMR-n,NMR,n
oewn-Noachian_deluge-n,Noachian deluge,n
oewn-Noah_and_the_Flood-n,Noah and the Flood,n
oewn-Noah-ap-s_flood-n,Noah's flood,n
oewn-North_Equatorial_Current-n,North Equatorial Current,n
oewn-natural_phenomenon-n,natural phenomenon,n
oewn-near_gale-n,near gale,n
oewn-necrobiosis-n,necrobiosis,n
oewn-necrosis-n,necrosis,n
oewn-negative_charge-n,negative charge,n
oewn-neutron_radiation-n,neutron radiation,n
oewn-nonlinear_distortion-n,nonlinear distortion,n
oewn-nonparticulate_radiation-n,nonparticulate radiation,n
oewn-noreaster-n,noreaster,n
oewn-north_wind-n,north wind,n
oewn-northeaster-n,northeaster,n
oewn-norther-n,norther,n
oewn-northerly-n,northerly,n
oewn-northern_lights-n,northern lights,n
oewn-northwest_wind-n,northwest wind,n
oewn-northwester-n,northwester,n
oewn-nuclear_energy-n,nuclear energy,n
oewn-nuclear_magnetic_resonance-n,nuclear magnetic resonance,n
oewn-nuclear_power-n,nuclear power,n
oewn-nuclear_propulsion-n,nuclear propulsion,n
oewn-nuclear_resonance-n,nuclear resonance,n
oewn-nuclear_winter-n,nuclear winter,n
oewn-Hertzian_wave-n,Hertzian wave,n
oewn-Humboldt_current-n,Humboldt current,n
oewn-hail-n,hail,n
oewn-hailstorm-n,hailstorm,n
oewn-half-light-n,half-light,n
oewn-halo-n,halo,n
oewn-harmattan-n,harmattan,n
oewn-harvest-n,harvest,n
oewn-hazard-n,hazard,n
oewn-haze-n,haze,n
oewn-head-n,head,n
oewn-head_sea-n,head sea,n
oewn-headwind-n,headwind,n
oewn-heat-n,heat,n
oewn-heat_energy-n,heat energy,n
oewn-heat_of_condensation-n,heat of condensation,n
oewn-heat_of_dissociation-n,heat of dissociation,n
oewn-heat_of_formation-n,heat of formation,n
oewn-heat_of_fusion-n,heat of fusion,n
oewn-heat_of_solidification-n,heat of solidification,n
oewn-heat_of_solution-n,heat of solution,n
oewn-heat_of_sublimation-n,heat of sublimation,n
oewn-heat_of_transformation-n,heat of transformation,n
oewn-heat_of_vaporisation-n,heat of vaporisation,n
oewn-heat_of_vaporization-n,heat of vaporization,n
oewn-heat_ray-n,heat ray,n
oewn-heat_wave-n,heat wave,n
oewn-heliocentric_parallax-n,heliocentric parallax,n
oewn-heterogenesis-n,heterogenesis,n
oewn-high_beam-n,high beam,n
oewn-high_wind-n,high wind,n
oewn-histocompatibility-n,histocompatibility,n
oewn-horizontal_parallax-n,horizontal parallax,n
oewn-hurricane-n,hurricane,n
oewn-hydroelectricity-n,hydroelectricity,n
oewn-hydrogen_bond-n,hydrogen bond,n
oewn-hydrostatic_head-n,hydrostatic head,n
oewn-hysteresis-n,hysteresis,n
oewn-SNP-n,SNP,n
oewn-Saint_Elmo-ap-s_fire-n,Saint Elmo's fire,n
oewn-Saint_Elmo-ap-s_light-n,Saint Elmo's light,n
oewn-Saint_Ulmo-ap-s_fire-n,Saint Ulmo's fire,n
oewn-Saint_Ulmo-ap-s_light-n,Saint Ulmo's light,n
oewn-Santa_Ana-n,Santa Ana,n
oewn-South_Equatorial_Current-n,South Equatorial Current,n
oewn-St._Elmo-ap-s_fire-n,St. Elmo's fire,n
oewn-samiel-n,samiel,n
oewn-sandblast-n,sandblast,n
oewn-sandstorm-n,sandstorm,n
oewn-scattering-n,scattering,n
oewn-scintillation-n,scintillation,n
oewn-scorcher-n,scorcher,n
oewn-sea-n,sea,n
oewn-sea_breeze-n,sea breeze,n
oewn-sea-level_pressure-n,sea-level pressure,n
oewn-sedimentation-n,sedimentation,n
oewn-self-induction-n,self-induction,n
oewn-separation_energy-n,separation energy,n
oewn-serendipity-n,serendipity,n
oewn-sex_linkage-n,sex linkage,n
oewn-shaft-n,shaft,n
oewn-shaft_of_light-n,shaft of light,n
oewn-shear-n,shear,n
oewn-shedding-n,shedding,n
oewn-shooting_star-n,shooting star,n
oewn-short_wave-n,short wave,n
oewn-shower-n-1,shower,n
oewn-side_effect-n,side effect,n
oewn-signal-n,signal,n
oewn-silver_storm-n,silver storm,n
oewn-simoom-n,simoom,n
oewn-simoon-n,simoon,n
oewn-single_nucleotide_polymorphism-n,single nucleotide polymorphism,n
oewn-sirocco-n,sirocco,n
oewn-skin_effect-n,skin effect,n
oewn-sky_glow-n,sky glow,n
oewn-sky_wave-n,sky wave,n
oewn-sleet-n,sleet,n
oewn-slipstream-n,slipstream,n
oewn-smoke-n,smoke,n
oewn-smother-n,smother,n
oewn-snow-n,snow,n
oewn-snow_eater-n,snow eater,n
oewn-snow_flurry-n,snow flurry,n
oewn-snow_mist-n,snow mist,n
oewn-snowfall-n,snowfall,n
oewn-snowflake-n,snowflake,n
oewn-snowstorm-n,snowstorm,n
oewn-soaker-n,soaker,n
oewn-solar_energy-n,solar energy,n
oewn-solar_facula-n,solar facula,n
oewn-solar_flare-n,solar flare,n
oewn-solar_gravity-n,solar gravity,n
oewn-solar_halo-n,solar halo,n
oewn-solar_magnetic_field-n,solar magnetic field,n
oewn-solar_parallax-n,solar parallax,n
oewn-solar_power-n,solar power,n
oewn-solar_prominence-n,solar prominence,n
oewn-solar_radiation-n,solar radiation,n
oewn-solar_wind-n,solar wind,n
oewn-sonic_barrier-n,sonic barrier,n
oewn-sou-ap-easter-n,sou'easter,n
oewn-sou-ap-wester-n,sou'wester,n
oewn-sound-n,sound,n
oewn-sound_barrier-n,sound barrier,n
oewn-sound_pressure-n,sound pressure,n
oewn-sound_projection-n,sound projection,n
oewn-sound_spectrum-n,sound spectrum,n
oewn-south_wind-n,south wind,n
oewn-southeaster-n,southeaster,n
oewn-souther-n,souther,n
oewn-southerly-n,southerly,n
oewn-southern_lights-n,southern lights,n
oewn-southwester-n,southwester,n
oewn-spark-n,spark,n
oewn-specific_heat-n,specific heat,n
oewn-spectrum-n,spectrum,n
oewn-speech_spectrum-n,speech spectrum,n
oewn-sphacelus-n,sphacelus,n
oewn-spherical_aberration-n,spherical aberration,n
oewn-spillover-n,spillover,n
oewn-spontaneous_generation-n,spontaneous generation,n
oewn-sprinkle-n,sprinkle,n
oewn-sprinkling-n,sprinkling,n
oewn-sprites-n,sprites,n
oewn-squall-n,squall,n
oewn-squall_line-n,squall line,n
oewn-starlight-n,starlight,n
oewn-static_electricity-n,static electricity,n
oewn-stellar_parallax-n,stellar parallax,n
oewn-storm-n,storm,n
oewn-strain-n,strain,n
oewn-streamer-n,streamer,n
oewn-streaming-n,streaming,n
oewn-streamline_flow-n,streamline flow,n
oewn-stress-n,stress,n
oewn-strong_breeze-n,strong breeze,n
oewn-strong_force-n,strong force,n
oewn-strong_gale-n,strong gale,n
oewn-strong_interaction-n,strong interaction,n
oewn-suction-n,suction,n
oewn-sultriness-n,sultriness,n
oewn-sun-n,sun,n
oewn-sun-ray-n,sun-ray,n
oewn-sunbeam-n,sunbeam,n
oewn-sunburst-n,sunburst,n
oewn-sundog-n,sundog,n
oewn-sunlight-n,sunlight,n
oewn-sunray-n,sunray,n
oewn-sunrise-n,sunrise,n
oewn-sunset-n,sunset,n
oewn-sunshine-n,sunshine,n
oewn-sunspot-n,sunspot,n
oewn-superconductivity-n,superconductivity,n
oewn-supertwister-n,supertwister,n
oewn-surface_tension-n,surface tension,n
oewn-sweat-n,sweat,n
oewn-sympathetic_vibration-n,sympathetic vibration,n
oewn-systemic_circulation-n,systemic circulation,n
oewn-systolic_pressure-n,systolic pressure,n
oewn-syzygy-n,syzygy,n
oewn-K.E.-n,K.E.,n
oewn-Kuroshio-n,Kuroshio,n
oewn-Kuroshio_current-n,Kuroshio current,n
oewn-katabatic_wind-n,katabatic wind,n
oewn-khamsin-n,khamsin,n
oewn-kinetic_energy-n,kinetic energy,n
oewn-knock-on_effect-n,knock-on effect,n
oewn-UV-n,UV,n
oewn-ultrasound-n,ultrasound,n
oewn-ultraviolet-n,ultraviolet,n
oewn-ultraviolet_illumination-n,ultraviolet illumination,n
oewn-ultraviolet_light-n,ultraviolet light,n
oewn-ultraviolet_radiation-n,ultraviolet radiation,n
oewn-ultraviolet_spectrum-n,ultraviolet spectrum,n
oewn-updraft-n,updraft,n
oewn-upshot-n,upshot,n
oewn-X_ray-n,X ray,n
oewn-X-radiation-n,X-radiation,n
oewn-X-ray-n,X-ray,n
oewn-X-ray_diffraction-n,X-ray diffraction,n
oewn-xenogenesis-n,xenogenesis,n
oewn-Yafo-n,Yafo,n
oewn-Yakima-n,Yakima,n
oewn-Yalta-n,Yalta,n
oewn-Yaltopya-n,Yaltopya,n
oewn-Yamoussoukro-n,Yamoussoukro,n
oewn-Yamoussukro-n,Yamoussukro,n
oewn-Yangon-n,Yangon,n
oewn-Yaounde-n,Yaounde,n
oewn-Yeddo-n,Yeddo,n
oewn-Yedo-n,Yedo,n
oewn-Yekaterinoslav-n,Yekaterinoslav,n
oewn-Yellowknife-n,Yellowknife,n
oewn-Yellowstone_National_Park-n,Yellowstone National Park,n
oewn-Yemen-n,Yemen,n
oewn-Yerevan-n,Yerevan,n
oewn-Yerwa-Maiduguri-n,Yerwa-Maiduguri,n
oewn-Yezo-n,Yezo,n
oewn-Yisrael-n,Yisrael,n
oewn-Yokohama-n,Yokohama,n
oewn-Yorkshire-n,Yorkshire,n
oewn-Yorktown-n,Yorktown,n
oewn-Yosemite_National_Park-n,Yosemite National Park,n
oewn-Youngstown-n,Youngstown,n
oewn-Yucatan-n,Yucatan,n
oewn-Yucatan_Peninsula-n,Yucatan Peninsula,n
oewn-Yugoslavia-n,Yugoslavia,n
oewn-Yukon-n,Yukon,n
oewn-Yukon_Territory-n,Yukon Territory,n
oewn-Yuma-n,Yuma,n
oewn-Yunnan-n,Yunnan,n
oewn-Yunnan_province-n,Yunnan province,n
oewn-yard-n,yard,n
oewn-yard_line-n,yard line,n
oewn-T-ap-ien-ching-n,T'ien-ching,n
oewn-TN-n,TN,n
oewn-TRNC-n,TRNC,n
oewn-TT-n,TT,n
oewn-TX-n,TX,n
oewn-Ta-ap-if-n,Ta'if,n
oewn-Tabasco-n,Tabasco,n
oewn-Tabora-n,Tabora,n
oewn-Tabriz-n,Tabriz,n
oewn-Tabuk-n,Tabuk,n
oewn-Tacoma-n,Tacoma,n
oewn-Tadjik-n,Tadjik,n
oewn-Tadzhik-n,Tadzhik,n
oewn-Tadzhikistan-n,Tadzhikistan,n
oewn-Taegu-n,Taegu,n
oewn-Tahiti-n,Tahiti,n
oewn-Taichung-n,Taichung,n
oewn-Taif-n,Taif,n
oewn-Taimyr_Peninsula-n,Taimyr Peninsula,n
oewn-Taipeh-n,Taipeh,n
oewn-Taipei-n,Taipei,n
oewn-Taiwan-n,Taiwan,n
oewn-Taiyuan-n,Taiyuan,n
oewn-Tajik-n,Tajik,n
oewn-Tajikistan-n,Tajikistan,n
oewn-Taklamakan_Desert-n,Taklamakan Desert,n
oewn-Taklimakan_Desert-n,Taklimakan Desert,n
oewn-Talien-n,Talien,n
oewn-Tallahassee-n,Tallahassee,n
oewn-Tallin-n,Tallin,n
oewn-Tallinn-n,Tallinn,n
oewn-Tamale-n,Tamale,n
oewn-Tamil_Eelam-n,Tamil Eelam,n
oewn-Tamil_Nadu-n,Tamil Nadu,n
oewn-Tammerfors-n,Tammerfors,n
oewn-Tampa-n,Tampa,n
oewn-Tampere-n,Tampere,n
oewn-Tampico-n,Tampico,n
oewn-Tanga-n,Tanga,n
oewn-Tanganyika-n,Tanganyika,n
oewn-Tangier-n,Tangier,n
oewn-Tangiers-n,Tangiers,n
oewn-Tangshan-n,Tangshan,n
oewn-Tanzania-n,Tanzania,n
oewn-Taos-n,Taos,n
oewn-Taos_art_colony-n,Taos art colony,n
oewn-Tar_Heel_State-n,Tar Heel State,n
oewn-Tara-n,Tara,n
oewn-Tarabulus-n,Tarabulus,n
oewn-Tarabulus_Al-Gharb-n,Tarabulus Al-Gharb,n
oewn-Tarabulus_Ash-Sham-n,Tarabulus Ash-Sham,n
oewn-Tarawa-n,Tarawa,n
oewn-Tartary-n,Tartary,n
oewn-Tartu-n,Tartu,n
oewn-Tashkent-n,Tashkent,n
oewn-Taskent-n,Taskent,n
oewn-Tasmania-n,Tasmania,n
oewn-Tatary-n,Tatary,n
oewn-Taurus-n,Taurus,n
oewn-Taurus_the_Bull-n,Taurus the Bull,n
oewn-Taymyr_Peninsula-n,Taymyr Peninsula,n
oewn-Tbilisi-n,Tbilisi,n
oewn-Tchad-n,Tchad,n
oewn-Tegu-n,Tegu,n
oewn-Tegucigalpa-n,Tegucigalpa,n
oewn-Teheran-n,Teheran,n
oewn-Tehran-n,Tehran,n
oewn-Tel_Aviv-n,Tel Aviv,n
oewn-Tel_Aviv-Jaffa-n,Tel Aviv-Jaffa,n
oewn-Tel_Aviv-Yafo-n,Tel Aviv-Yafo,n
oewn-Temperate_Zone-n,Temperate Zone,n
oewn-Temuco-n,Temuco,n
oewn-Tenerife-n,Tenerife,n
oewn-Tenn.-n,Tenn.,n
oewn-Tennessee-n,Tennessee,n
oewn-Tepic-n,Tepic,n
oewn-Terengganu-n,Terengganu,n
oewn-Terre_Adelie-n,Terre Adelie,n
oewn-Tessin-n,Tessin,n
oewn-Tex.-n,Tex.,n
oewn-Texarkana-n,Texarkana,n
oewn-Texas-n,Texas,n
oewn-Thailand-n,Thailand,n
oewn-Thar_Desert-n,Thar Desert,n
oewn-The_Gambia-n,The Gambia,n
oewn-The_Hague-n,The Hague,n
oewn-The_Holy_See-n,The Holy See,n
oewn-The_Malay_Archipelago-n,The Malay Archipelago,n
oewn-The_Maritimes-n,The Maritimes,n
oewn-The_Netherlands-n,The Netherlands,n
oewn-Thebes-n,Thebes,n
oewn-Theodore_Roosevelt_Memorial_National_Park-n,Theodore Roosevelt Memorial National Park,n
oewn-Theodore_Roosevelt_National_Park-n,Theodore Roosevelt National Park,n
oewn-Thessalia-n,Thessalia,n
oewn-Thessalonica-n,Thessalonica,n
oewn-Thessaloniki-n,Thessaloniki,n
oewn-Thessaly-n,Thessaly,n
oewn-Thibet-n,Thibet,n
oewn-Thorshavn-n,Thorshavn,n
oewn-Thrace-n,Thrace,n
oewn-Thule-n,Thule,n
oewn-Thunder_Bay-n,Thunder Bay,n
oewn-Thuringia-n,Thuringia,n
oewn-Tianjin-n,Tianjin,n
oewn-Tibet-n,Tibet,n
oewn-Tibet_Autonomous_Region-n,Tibet Autonomous Region,n
oewn-Tibur-n,Tibur,n
oewn-Ticino-n,Ticino,n
oewn-Tidewater-n,Tidewater,n
oewn-Tidewater_region-n,Tidewater region,n
oewn-Tientsin-n,Tientsin,n
oewn-Tierra_del_Fuego-n,Tierra del Fuego,n
oewn-Tiflis-n,Tiflis,n
oewn-Tijuana-n,Tijuana,n
oewn-Timbuktu-n,Timbuktu,n
oewn-Times_Square-n,Times Square,n
oewn-Timgad-n,Timgad,n
oewn-Timimoun-n,Timimoun,n
oewn-Timor-n,Timor,n
oewn-Tin_Pan_Alley-n,Tin Pan Alley,n
oewn-Tirana-n,Tirana,n
oewn-Tirol-n,Tirol,n
oewn-Tivoli-n,Tivoli,n
oewn-Tobago-n,Tobago,n
oewn-Togo-n,Togo,n
oewn-Togolese_Republic-n,Togolese Republic,n
oewn-Tokio-n,Tokio,n
oewn-Tokyo-n,Tokyo,n
oewn-Tolbukhin-n,Tolbukhin,n
oewn-Toledo-n,Toledo,n
oewn-Tonga-n,Tonga,n
oewn-Topeka-n,Topeka,n
oewn-Torino-n,Torino,n
oewn-Toronto-n,Toronto,n
oewn-Torreon-n,Torreon,n
oewn-Torrid_Zone-n,Torrid Zone,n
oewn-Toscana-n,Toscana,n
oewn-Toulon-n,Toulon,n
oewn-Toulouse-n,Toulouse,n
oewn-Tours-n,Tours,n
oewn-Toyohashi-n,Toyohashi,n
oewn-Toyonaka-n,Toyonaka,n
oewn-Toyota-n,Toyota,n
oewn-Trablous-n,Trablous,n
oewn-Trafalgar_Square-n,Trafalgar Square,n
oewn-Transcaucasia-n,Transcaucasia,n
oewn-Transdniester-n,Transdniester,n
oewn-Transnistria-n,Transnistria,n
oewn-Transvaal-n,Transvaal,n
oewn-Transvaal_Province-n,Transvaal Province,n
oewn-Transylvania-n,Transylvania,n
oewn-Traverse_City-n,Traverse City,n
oewn-Treasure_State-n,Treasure State,n
oewn-Trent-n,Trent,n
oewn-Trentino-Alto_Adige-n,Trentino-Alto Adige,n
oewn-Trento-n,Trento,n
oewn-Trenton-n,Trenton,n
oewn-Trinidad-n,Trinidad,n
oewn-Trinidad_and_Tobago-n,Trinidad and Tobago,n
oewn-Triple_Frontier-n,Triple Frontier,n
oewn-Tripoli-n,Tripoli,n
oewn-Trondheim-n,Trondheim,n
oewn-Tropic_of_Cancer-n,Tropic of Cancer,n
oewn-Tropic_of_Capricorn-n,Tropic of Capricorn,n
oewn-Troy-n,Troy,n
oewn-Tsaritsyn-n,Tsaritsyn,n
oewn-Tuamotu_Archipelago-n,Tuamotu Archipelago,n
oewn-Tuamotus-n,Tuamotus,n
oewn-Tubuai_Islands-n,Tubuai Islands,n
oewn-Tucson-n,Tucson,n
oewn-Tulsa-n,Tulsa,n
oewn-Tunis-n,Tunis,n
oewn-Tunisia-n,Tunisia,n
oewn-Tupelo-n,Tupelo,n
oewn-Tupungatito-n,Tupungatito,n
oewn-Turin-n,Turin,n
oewn-Turkestan-n,Turkestan,n
oewn-Turkestan_Desert-n,Turkestan Desert,n
oewn-Turkey-n,Turkey,n
oewn-Turkish_Cyprus-n,Turkish Cyprus,n
oewn-Turkish_Empire-n,Turkish Empire,n
oewn-Turkish_Republic_of_Northern_Cyprus-n,Turkish Republic of Northern Cyprus,n
oewn-Turkish_capital-n,Turkish capital,n
oewn-Turkistan-n,Turkistan,n
oewn-Turkmen-n,Turkmen,n
oewn-Turkmenia-n,Turkmenia,n
oewn-Turkmenistan-n,Turkmenistan,n
oewn-Turkomen-n,Turkomen,n
oewn-Tuscaloosa-n,Tuscaloosa,n
oewn-Tuscany-n,Tuscany,n
oewn-Tuskegee-n,Tuskegee,n
oewn-Tuvalu-n,Tuvalu,n
oewn-Tuxtla_Gutierrez-n,Tuxtla Gutierrez,n
oewn-Twin_Cities-n,Twin Cities,n
oewn-Twin_Falls-n,Twin Falls,n
oewn-Twins-n,Twins,n
oewn-Tyler-n,Tyler,n
oewn-Tyre-n,Tyre,n
oewn-Tyrol-n,Tyrol,n
oewn-tack-n,tack,n
oewn-tank_farm-n,tank farm,n
oewn-tape-n,tape,n
oewn-target-n,target,n
oewn-target_area-n,target area,n
oewn-tax_haven-n,tax haven,n
oewn-taxi_rank-n,taxi rank,n
oewn-taxistand-n,taxistand,n
oewn-tee-n,tee,n
oewn-teeing_ground-n,teeing ground,n
oewn-tendency-n,tendency,n
oewn-tenderloin-n,tenderloin,n
oewn-tenement_district-n,tenement district,n
oewn-terminal-n,terminal,n
oewn-termination-n,termination,n
oewn-terminus-n,terminus,n
oewn-terra_incognita-n,terra incognita,n
oewn-terrain-n,terrain,n
oewn-terreplein-n,terreplein,n
oewn-territorial_division-n,territorial division,n
oewn-territorial_dominion-n,territorial dominion,n
oewn-territory-n,territory,n
oewn-testing_ground-n,testing ground,n
oewn-the_City-n,the City,n
oewn-the_Hill-n,the Hill,n
oewn-the_Indies-n,the Indies,n
oewn-the_States-n,the States,n
oewn-the_pits-n,the pits,n
oewn-theater-n,theater,n
oewn-theater_of_operations-n,theater of operations,n
oewn-theater_of_war-n,theater of war,n
oewn-theatre-n,theatre,n
oewn-theatre_of_operations-n,theatre of operations,n
oewn-theatre_of_war-n,theatre of war,n
oewn-theme_park-n,theme park,n
oewn-there-n,there,n
oewn-thick-n,thick,n
oewn-three-mile_limit-n,three-mile limit,n
oewn-tidal_zone-n,tidal zone,n
oewn-tiltyard-n,tiltyard,n
oewn-timber_line-n,timber line,n
oewn-timberline-n,timberline,n
oewn-time_zone-n,time zone,n
oewn-tip-n,tip,n
oewn-tiptop-n,tiptop,n
oewn-toll_plaza-n,toll plaza,n
oewn-top-n,top,n
oewn-top_side-n,top side,n
oewn-topographic_point-n,topographic point,n
oewn-touchline-n,touchline,n
oewn-town-n,town,n
oewn-township-n,township,n
oewn-toxic_dumpsite-n,toxic dumpsite,n
oewn-toxic_site-n,toxic site,n
oewn-toxic_waste_area-n,toxic waste area,n
oewn-toxic_waste_dump-n,toxic waste dump,n
oewn-toxic_waste_site-n,toxic waste site,n
oewn-tract-n,tract,n
oewn-trade_route-n,trade route,n
oewn-traffic_pattern-n,traffic pattern,n
oewn-trail_head-n,trail head,n
oewn-trailhead-n,trailhead,n
oewn-transit_zone-n,transit zone,n
oewn-transshipment_center-n,transshipment center,n
oewn-trash_dump-n,trash dump,n
oewn-trash_heap-n,trash heap,n
oewn-trash_pile-n,trash pile,n
oewn-treaty_port-n,treaty port,n
oewn-tree_line-n,tree line,n
oewn-trend-n,trend,n
oewn-trichion-n,trichion,n
oewn-tropic-n,tropic,n
oewn-tropical_zone-n,tropical zone,n
oewn-tropics-n,tropics,n
oewn-trouble_spot-n,trouble spot,n
oewn-trust_territory-n,trust territory,n
oewn-trusteeship-n,trusteeship,n
oewn-turf-n,turf,n
oewn-MA-n,MA,n
